STATE,STATION,DATE,REPORT_TYPE,STATION.LATITUDE,STATION.LONGITUDE,DailyAverageDryBulbTemperature,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,POPULATION,STATE_AREA,STATE_DENSITY,MEDIAN_AGE,MEDIAN_HOUSEHOLD_INCOME,POVERTY_RATE,EMPLOYMENT_RATE
Utah,SALT LAKE CITY,5/5/2020,SOD  ,40.78,-111.97,56.4,68.1,44.7,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/6/2020,SOD  ,40.78,-111.97,56.7,68.4,45,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/7/2020,SOD  ,40.78,-111.97,57.1,68.8,45.3,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/8/2020,SOD  ,40.78,-111.97,57.4,69.2,45.6,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/9/2020,SOD  ,40.78,-111.97,57.7,69.5,45.9,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/10/2020,SOD  ,40.78,-111.97,58,69.9,46.2,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/11/2020,SOD  ,40.78,-111.97,58.4,70.2,46.5,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/12/2020,SOD  ,40.78,-111.97,58.7,70.6,46.8,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/13/2020,SOD  ,40.78,-111.97,59,70.9,47.1,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
Utah,SALT LAKE CITY,5/14/2020,SOD  ,40.78,-111.97,59.3,71.3,47.3,"3,161,105","82,173.80",38.469,31,"71,414",9,65.8
